Station,Year,Month,Day,Night,DayLimit,NightLimit
40,2014,11,73.0,71.0,75,70
40,2014,12,70.0,68.0,75,70
41,2014,1,69.0,58.0,65,55
41,2014,2,68.0,61.0,65,55
41,2014,3,68.0,61.0,65,55
41,2014,4,68.0,62.0,65,55
41,2014,5,67.0,62.0,65,55
41,2014,6,68.0,61.0,65,55
41,2014,7,69.0,63.0,65,55
41,2014,8,68.0,61.0,65,55
41,2014,9,71.0,71.0,65,55
41,2014,10,73.0,72.0,65,55
41,2014,11,73.0,72.0,65,55
41,2014,12,73.0,71.0,65,55
42,2014,1,52.0,63.0,55,45
42,2014,3,55.0,48.0,55,45
42,2014,4,55.0,50.0,55,45
42,2014,5,57.0,51.0,55,45
42,2014,6,56.0,52.0,55,45
42,2014,7,56.0,51.0,55,45
42,2014,8,56.0,50.0,55,45
42,2014,9,55.0,50.0,55,45
42,2014,10,55.0,50.0,55,45
42,2014,11,54.0,47.0,55,45
42,2014,12,54.0,46.0,55,45
43,2014,1,61.0,55.0,50,40
43,2014,2,62.0,55.0,50,40
43,2014,3,62.0,56.0,50,40
43,2014,4,63.0,58.0,50,40
43,2014,5,64.0,60.0,50,40
43,2014,6,63.0,58.0,50,40
43,2014,7,63.0,56.0,50,40
43,2014,8,63.0,56.0,50,40
43,2014,9,63.0,57.0,50,40
43,2014,10,61.0,56.0,50,40
43,2014,11,61.0,55.0,50,40
43,2014,12,61.0,54.0,50,40
44,2014,1,64.0,58.0,65,55
44,2014,2,65.0,60.0,65,55
44,2014,3,64.0,58.0,65,55
44,2014,4,63.0,57.0,65,55
44,2014,5,64.0,58.0,65,55
44,2014,6,64.0,57.0,65,55
44,2014,7,64.0,57.0,65,55
44,2014,8,64.0,57.0,65,55
44,2014,9,64.0,57.0,65,55
44,2014,10,63.0,57.0,65,55
44,2014,11,63.0,57.0,65,55
44,2014,12,64.0,58.0,65,55
50,2014,1,63.0,54.0,75,70
50,2014,2,64.0,55.0,75,70
50,2014,3,62.0,55.0,75,70
50,2014,4,63.0,57.0,75,70
50,2014,5,64.0,62.0,75,70
50,2014,6,63.0,57.0,75,70
50,2014,7,64.0,56.0,75,70
50,2014,8,64.0,57.0,75,70
50,2014,9,64.0,56.0,75,70
50,2014,10,64.0,57.0,75,70
50,2014,11,66.0,58.0,75,70
50,2014,12,66.0,57.0,75,70
51,2014,1,72.0,59.0,65,55
51,2014,2,73.0,61.0,65,55
51,2014,3,72.0,61.0,65,55
51,2014,4,72.0,61.0,65,55
51,2014,5,72.0,61.0,65,55
51,2014,6,72.0,62.0,65,55
51,2014,7,73.0,65.0,65,55
51,2014,8,72.0,61.0,65,55
51,2014,9,73.0,62.0,65,55
51,2014,10,73.0,63.0,65,55
51,2014,11,73.0,61.0,65,55
51,2014,12,73.0,60.0,65,55
52,2014,1,61.0,48.0,50,40
52,2014,2,62.0,50.0,50,40
52,2014,3,61.0,55.0,50,40
52,2014,4,61.0,56.0,50,40
52,2014,5,62.0,56.0,50,40
52,2014,6,65.0,58.0,50,40
52,2014,7,63.0,58.0,50,40
52,2014,8,63.0,57.0,50,40
52,2014,9,64.0,58.0,50,40
52,2014,10,62.0,57.0,50,40
52,2014,11,62.0,54.0,50,40
52,2014,12,61.0,50.0,50,40
53,2014,1,55.0,40.0,55,45
53,2014,2,57.0,45.0,55,45
53,2014,3,57.0,48.0,55,45
53,2014,4,57.0,51.0,55,45
53,2014,5,57.0,53.0,55,45
53,2014,6,56.0,53.0,55,45
53,2014,7,57.0,53.0,55,45
53,2014,8,57.0,54.0,55,45
53,2014,9,58.0,51.0,55,45
53,2014,10,58.0,50.0,55,45
53,2014,11,58.0,48.0,55,45
53,2014,12,56.0,41.0,55,45
54,2014,1,70.0,58.0,50,40
54,2014,2,69.0,60.0,50,40
54,2014,3,71.0,61.0,50,40
54,2014,4,71.0,61.0,50,40
54,2014,5,71.0,63.0,50,40
54,2014,6,69.0,64.0,50,40
54,2014,7,70.0,63.0,50,40
54,2014,8,69.0,61.0,50,40
54,2014,9,69.0,61.0,50,40
54,2014,10,67.0,60.0,50,40
54,2014,11,68.0,60.0,50,40
54,2014,12,67.0,57.0,50,40
60,2014,1,66.0,61.0,50,40
60,2014,2,65.0,60.0,50,40
60,2014,3,65.0,61.0,50,40
60,2014,4,65.0,60.0,50,40
60,2014,5,64.0,60.0,50,40
60,2014,6,70.0,60.0,50,40
60,2014,7,70.0,63.0,50,40
60,2014,8,66.0,61.0,50,40
60,2014,9,66.0,60.0,50,40
60,2014,10,65.0,60.0,50,40
60,2014,11,65.0,60.0,50,40
60,2014,12,65.0,61.0,50,40
61,2014,1,70.0,67.0,65,55
61,2014,2,70.0,68.0,65,55
61,2014,3,70.0,68.0,65,55
61,2014,4,70.0,67.0,65,55
61,2014,5,69.0,67.0,65,55
61,2014,6,70.0,66.0,65,55
61,2014,7,71.0,67.0,65,55
61,2014,8,70.0,67.0,65,55
61,2014,9,70.0,67.0,65,55
61,2014,10,69.0,67.0,65,55
61,2014,11,70.0,66.0,65,55
61,2014,12,70.0,66.0,65,55
62,2014,1,71.0,68.0,65,55
62,2014,2,71.0,68.0,65,55
62,2014,3,70.0,67.0,65,55
62,2014,4,71.0,67.0,65,55
62,2014,5,70.0,67.0,65,55
62,2014,6,71.0,67.0,65,55
62,2014,7,71.0,67.0,65,55
62,2014,8,71.0,67.0,65,55
62,2014,9,71.0,68.0,65,55
62,2014,10,71.0,68.0,65,55
62,2014,11,72.0,69.0,65,55
62,2014,12,72.0,70.0,65,55
63,2014,1,64.0,55.0,65,55
63,2014,2,64.0,54.0,65,55
63,2014,3,64.0,56.0,65,55
63,2014,4,64.0,57.0,65,55
63,2014,5,64.0,57.0,65,55
63,2014,6,64.0,57.0,65,55
63,2014,7,66.0,59.0,65,55
63,2014,8,67.0,56.0,65,55
63,2014,9,64.0,56.0,65,55
63,2014,10,64.0,57.0,65,55
63,2014,11,64.0,56.0,65,55
63,2014,12,64.0,55.0,65,55
64,2014,1,69.0,56.0,50,40
64,2014,2,69.0,56.0,50,40
64,2014,3,69.0,56.0,50,40
64,2014,4,69.0,57.0,50,40
64,2014,5,68.0,57.0,50,40
64,2014,6,69.0,58.0,50,40
64,2014,7,69.0,63.0,50,40
64,2014,8,65.0,68.0,50,40
64,2014,9,68.0,61.0,50,40
64,2014,10,69.0,58.0,50,40
64,2014,11,69.0,58.0,50,40
64,2014,12,72.0,60.0,50,40
0,2015,1,59.0,56.0,55,45
0,2015,2,59.0,55.0,55,45
0,2015,3,59.0,55.0,55,45
0,2015,4,58.0,54.0,55,45
0,2015,5,58.0,55.0,55,45
0,2015,6,58.0,56.0,55,45
0,2015,7,58.0,55.0,55,45
0,2015,8,59.0,58.0,55,45
0,2015,9,57.0,55.0,55,45
0,2015,10,71.0,72.0,55,45
0,2015,11,59.0,58.0,55,45
0,2015,12,60.0,61.0,55,45
1,2015,1,66.0,58.0,65,55
1,2015,2,67.0,59.0,65,55
1,2015,3,67.0,60.0,65,55
1,2015,4,67.0,61.0,65,55
1,2015,5,67.0,60.0,65,55
1,2015,6,67.0,59.0,65,55
1,2015,7,67.0,59.0,65,55
1,2015,8,66.0,59.0,65,55
1,2015,9,66.0,58.0,65,55
1,2015,10,66.0,59.0,65,55
1,2015,11,67.0,60.0,65,55
1,2015,12,67.0,60.0,65,55
2,2015,1,54.0,50.0,55,45
2,2015,2,57.0,62.0,55,45
2,2015,3,54.0,47.0,55,45
2,2015,4,58.0,49.0,55,45
2,2015,5,63.0,53.0,55,45
2,2015,6,60.0,55.0,55,45
2,2015,7,56.0,49.0,55,45
2,2015,8,57.0,49.0,55,45
2,2015,9,58.0,51.0,55,45
2,2015,10,58.0,57.0,55,45
2,2015,11,60.0,50.0,55,45
2,2015,12,60.0,49.0,55,45
3,2015,1,65.0,56.0,65,55
3,2015,2,65.0,57.0,65,55
3,2015,3,65.0,58.0,65,55
3,2015,4,65.0,58.0,65,55
3,2015,5,65.0,58.0,65,55
3,2015,6,66.0,58.0,65,55
3,2015,7,66.0,59.0,65,55
3,2015,8,66.0,60.0,65,55
3,2015,9,66.0,60.0,65,55
3,2015,10,67.0,58.0,65,55
3,2015,11,67.0,59.0,65,55
3,2015,12,66.0,58.0,65,55
4,2015,1,58.0,56.0,75,70
4,2015,2,59.0,56.0,75,70
4,2015,3,60.0,57.0,75,70
4,2015,4,60.0,57.0,75,70
4,2015,5,59.0,57.0,75,70
4,2015,6,60.0,58.0,75,70
4,2015,7,59.0,57.0,75,70
4,2015,8,60.0,58.0,75,70
4,2015,9,60.0,59.0,75,70
4,2015,10,60.0,59.0,75,70
4,2015,11,57.0,56.0,75,70
4,2015,12,57.0,55.0,75,70
5,2015,1,72.0,63.0,65,55
5,2015,2,72.0,63.0,65,55
5,2015,3,71.0,62.0,65,55
5,2015,4,72.0,63.0,65,55
5,2015,5,72.0,63.0,65,55
5,2015,6,72.0,64.0,65,55
5,2015,7,72.0,64.0,65,55
5,2015,8,72.0,63.0,65,55
5,2015,9,72.0,64.0,65,55
5,2015,10,72.0,63.0,65,55
5,2015,11,73.0,64.0,65,55
5,2015,12,73.0,64.0,65,55
6,2015,1,59.0,55.0,50,40
6,2015,2,61.0,55.0,50,40
6,2015,3,60.0,54.0,50,40
6,2015,4,59.0,53.0,50,40
6,2015,5,59.0,54.0,50,40
6,2015,6,60.0,54.0,50,40
6,2015,7,60.0,54.0,50,40
6,2015,8,60.0,54.0,50,40
6,2015,9,60.0,53.0,50,40
6,2015,10,61.0,53.0,50,40
6,2015,11,61.0,55.0,50,40
6,2015,12,60.0,54.0,50,40
7,2015,1,67.0,61.0,75,70
7,2015,2,68.0,61.0,75,70
7,2015,3,68.0,61.0,75,70
7,2015,4,67.0,61.0,75,70
7,2015,5,66.0,61.0,75,70
7,2015,6,67.0,62.0,75,70
7,2015,7,67.0,62.0,75,70
7,2015,8,66.0,62.0,75,70
7,2015,9,66.0,61.0,75,70
7,2015,10,67.0,60.0,75,70
7,2015,11,68.0,61.0,75,70
7,2015,12,67.0,61.0,75,70
8,2015,1,59.0,57.0,50,40
8,2015,2,60.0,57.0,50,40
8,2015,3,61.0,57.0,50,40
8,2015,4,59.0,55.0,50,40
8,2015,5,60.0,57.0,50,40
8,2015,6,65.0,61.0,50,40
8,2015,7,64.0,60.0,50,40
8,2015,8,63.0,57.0,50,40
8,2015,9,65.0,55.0,50,40
8,2015,10,61.0,51.0,50,40
8,2015,11,70.0,70.0,50,40
8,2015,12,66.0,66.0,50,40
9,2015,1,63.0,60.0,55,45
9,2015,2,64.0,60.0,55,45
9,2015,3,64.0,57.0,55,45
9,2015,4,63.0,55.0,55,45
9,2015,5,63.0,57.0,55,45
9,2015,6,66.0,60.0,55,45
9,2015,7,65.0,60.0,55,45
9,2015,8,64.0,57.0,55,45
9,2015,9,63.0,56.0,55,45
9,2015,10,64.0,56.0,55,45
9,2015,11,75.0,72.0,55,45
9,2015,12,65.0,58.0,55,45
10,2015,1,66.0,56.0,50,40
10,2015,2,65.0,56.0,50,40
10,2015,3,65.0,55.0,50,40
10,2015,4,63.0,55.0,50,40
10,2015,5,69.0,61.0,50,40
10,2015,6,64.0,60.0,50,40
10,2015,7,66.0,60.0,50,40
10,2015,8,65.0,61.0,50,40
10,2015,9,64.0,59.0,50,40
10,2015,10,64.0,57.0,50,40
10,2015,11,71.0,68.0,50,40
10,2015,12,73.0,67.0,50,40
11,2015,1,76.0,66.0,75,70
11,2015,2,76.0,66.0,75,70
11,2015,3,76.0,67.0,75,70
11,2015,4,76.0,68.0,75,70
11,2015,5,76.0,70.0,75,70
11,2015,6,79.0,75.0,75,70
11,2015,7,76.0,70.0,75,70
11,2015,8,76.0,69.0,75,70
11,2015,9,76.0,68.0,75,70
11,2015,10,77.0,67.0,75,70
11,2015,11,78.0,69.0,75,70
11,2015,12,76.0,67.0,75,70
12,2015,1,71.0,62.0,65,55
12,2015,2,71.0,61.0,65,55
12,2015,3,74.0,62.0,65,55
12,2015,4,72.0,63.0,65,55
12,2015,5,71.0,63.0,65,55
12,2015,6,71.0,63.0,65,55
12,2015,7,74.0,68.0,65,55
12,2015,8,71.0,66.0,65,55
12,2015,9,72.0,62.0,65,55
12,2015,10,73.0,63.0,65,55
12,2015,11,74.0,70.0,65,55
12,2015,12,75.0,77.0,65,55
13,2015,1,79.0,75.0,65,55
13,2015,2,80.0,75.0,65,55
13,2015,3,80.0,75.0,65,55
13,2015,4,80.0,76.0,65,55
13,2015,5,80.0,76.0,65,55
13,2015,6,80.0,76.0,65,55
13,2015,7,80.0,76.0,65,55
13,2015,8,80.0,76.0,65,55
13,2015,9,80.0,76.0,65,55
13,2015,10,80.0,76.0,65,55
13,2015,11,80.0,75.0,65,55
13,2015,12,79.0,74.0,65,55
14,2015,1,71.0,62.0,55,45
14,2015,2,71.0,61.0,55,45
14,2015,3,72.0,60.0,55,45
14,2015,4,73.0,63.0,55,45
14,2015,5,70.0,61.0,55,45
14,2015,6,69.0,61.0,55,45
14,2015,7,75.0,70.0,55,45
14,2015,8,80.0,75.0,55,45
14,2015,9,73.0,73.0,55,45
14,2015,10,74.0,72.0,55,45
14,2015,11,69.0,69.0,55,45
14,2015,12,74.0,71.0,55,45
15,2015,1,73.0,66.0,65,55
15,2015,2,73.0,67.0,65,55
15,2015,3,74.0,67.0,65,55
15,2015,4,74.0,67.0,65,55
15,2015,5,73.0,68.0,65,55
15,2015,6,75.0,68.0,65,55
15,2015,7,74.0,68.0,65,55
15,2015,8,74.0,67.0,65,55
15,2015,9,74.0,67.0,65,55
15,2015,10,74.0,67.0,65,55
15,2015,11,74.0,67.0,65,55
15,2015,12,73.0,67.0,65,55
16,2015,1,64.0,57.0,55,45
16,2015,2,65.0,58.0,55,45
16,2015,3,66.0,57.0,55,45
16,2015,4,67.0,58.0,55,45
16,2015,5,65.0,61.0,55,45
16,2015,6,65.0,59.0,55,45
16,2015,7,65.0,58.0,55,45
16,2015,8,65.0,58.0,55,45
16,2015,9,64.0,57.0,55,45
16,2015,10,67.0,57.0,55,45
16,2015,11,74.0,80.0,55,45
16,2015,12,72.0,84.0,55,45
17,2015,1,69.0,61.0,65,55
17,2015,2,74.0,81.0,65,55
17,2015,3,70.0,60.0,65,55
17,2015,4,69.0,60.0,65,55
17,2015,5,69.0,60.0,65,55
17,2015,6,70.0,64.0,65,55
17,2015,7,71.0,65.0,65,55
17,2015,8,71.0,65.0,65,55
17,2015,9,70.0,64.0,65,55
17,2015,10,70.0,62.0,65,55
17,2015,11,71.0,65.0,65,55
17,2015,12,71.0,65.0,65,55
18,2015,1,65.0,56.0,50,40
18,2015,2,65.0,57.0,50,40
18,2015,3,65.0,56.0,50,40
18,2015,4,67.0,61.0,50,40
18,2015,5,66.0,64.0,50,40
18,2015,6,67.0,64.0,50,40
18,2015,7,67.0,64.0,50,40
18,2015,8,65.0,63.0,50,40
18,2015,9,67.0,66.0,50,40
18,2015,10,66.0,57.0,50,40
18,2015,11,71.0,71.0,50,40
18,2015,12,68.0,62.0,50,40
19,2015,1,64.0,57.0,55,45
19,2015,2,65.0,56.0,55,45
19,2015,3,65.0,56.0,55,45
19,2015,4,67.0,60.0,55,45
19,2015,5,67.0,62.0,55,45
19,2015,6,67.0,62.0,55,45
19,2015,7,67.0,62.0,55,45
19,2015,8,66.0,62.0,55,45
19,2015,9,66.0,60.0,55,45
19,2015,10,68.0,58.0,55,45
19,2015,11,68.0,64.0,55,45
19,2015,12,67.0,62.0,55,45
20,2015,1,54.0,49.0,50,40
20,2015,2,55.0,51.0,50,40
20,2015,3,57.0,55.0,50,40
20,2015,4,55.0,53.0,50,40
20,2015,5,54.0,53.0,50,40
20,2015,6,59.0,61.0,50,40
20,2015,7,62.0,57.0,50,40
20,2015,8,61.0,62.0,50,40
20,2015,9,58.0,52.0,50,40
20,2015,10,52.0,48.0,50,40
20,2015,11,54.0,51.0,50,40
20,2015,12,52.0,49.0,50,40
21,2015,1,70.0,58.0,65,55
21,2015,2,70.0,60.0,65,55
21,2015,3,70.0,59.0,65,55
21,2015,4,70.0,60.0,65,55
21,2015,5,69.0,60.0,65,55
21,2015,6,69.0,60.0,65,55
21,2015,7,70.0,60.0,65,55
21,2015,8,70.0,60.0,65,55
21,2015,9,71.0,59.0,65,55
21,2015,10,66.0,56.0,65,55
21,2015,11,66.0,58.0,65,55
21,2015,12,66.0,56.0,65,55
22,2015,1,54.0,49.0,50,40
22,2015,2,58.0,51.0,50,40
22,2015,3,57.0,53.0,50,40
22,2015,4,66.0,64.0,50,40
22,2015,8,31.0,25.0,50,40
22,2015,9,60.0,58.0,50,40
22,2015,10,55.0,50.0,50,40
22,2015,11,63.0,61.0,50,40
22,2015,12,75.0,81.0,50,40
23,2015,1,75.0,71.0,65,55
23,2015,2,75.0,72.0,65,55
23,2015,3,75.0,71.0,65,55
23,2015,4,73.0,71.0,65,55
23,2015,5,73.0,70.0,65,55
23,2015,6,73.0,70.0,65,55
23,2015,7,73.0,69.0,65,55
23,2015,8,74.0,69.0,65,55
23,2015,9,74.0,68.0,65,55
23,2015,10,73.0,69.0,65,55
23,2015,11,75.0,69.0,65,55
23,2015,12,74.0,69.0,65,55
24,2015,1,59.0,54.0,50,40
24,2015,2,60.0,56.0,50,40
24,2015,3,61.0,57.0,50,40
24,2015,4,59.0,56.0,50,40
24,2015,5,59.0,57.0,50,40
24,2015,6,59.0,56.0,50,40
24,2015,7,63.0,61.0,50,40
24,2015,8,60.0,57.0,50,40
24,2015,9,63.0,55.0,50,40
24,2015,10,56.0,53.0,50,40
24,2015,11,58.0,55.0,50,40
24,2015,12,58.0,54.0,50,40
25,2015,1,90.0,95.0,65,55
25,2015,2,62.0,62.0,65,55
25,2015,3,63.0,62.0,65,55
25,2015,4,62.0,61.0,65,55
25,2015,5,62.0,60.0,65,55
25,2015,6,64.0,66.0,65,55
25,2015,7,63.0,63.0,65,55
25,2015,8,62.0,62.0,65,55
25,2015,9,71.0,74.0,65,55
25,2015,10,62.0,65.0,65,55
25,2015,11,72.0,67.0,65,55
25,2015,12,77.0,76.0,65,55
26,2015,1,59.0,50.0,50,40
26,2015,2,61.0,52.0,50,40
26,2015,3,58.0,54.0,50,40
26,2015,4,60.0,54.0,50,40
26,2015,5,59.0,53.0,50,40
26,2015,6,59.0,53.0,50,40
26,2015,7,61.0,53.0,50,40
26,2015,8,61.0,52.0,50,40
26,2015,9,67.0,56.0,50,40
26,2015,10,62.0,52.0,50,40
26,2015,11,61.0,54.0,50,40
26,2015,12,82.0,79.0,50,40
27,2015,1,67.0,62.0,65,55
27,2015,2,67.0,63.0,65,55
27,2015,3,68.0,64.0,65,55
27,2015,4,68.0,65.0,65,55
27,2015,5,68.0,65.0,65,55
27,2015,6,68.0,64.0,65,55
27,2015,7,68.0,64.0,65,55
27,2015,8,68.0,66.0,65,55
27,2015,9,76.0,66.0,65,55
27,2015,10,67.0,63.0,65,55
27,2015,11,72.0,75.0,65,55
27,2015,12,76.0,81.0,65,55
28,2015,1,93.0,96.0,50,40
28,2015,2,92.0,91.0,50,40
28,2015,3,74.0,63.0,50,40
28,2015,4,56.0,49.0,50,40
28,2015,5,56.0,49.0,50,40
28,2015,6,56.0,52.0,50,40
28,2015,7,56.0,49.0,50,40
28,2015,8,56.0,48.0,50,40
28,2015,9,63.0,52.0,50,40
28,2015,10,55.0,46.0,50,40
28,2015,11,58.0,49.0,50,40
28,2015,12,59.0,47.0,50,40
29,2015,1,99.0,95.0,55,45
29,2015,2,98.0,97.0,55,45
29,2015,3,94.0,103.0,55,45
29,2015,4,93.0,94.0,55,45
29,2015,5,90.0,57.0,55,45
29,2015,6,60.0,54.0,55,45
29,2015,7,60.0,54.0,55,45
29,2015,8,59.0,52.0,55,45
29,2015,9,61.0,51.0,55,45
29,2015,10,58.0,51.0,55,45
29,2015,11,59.0,56.0,55,45
29,2015,12,58.0,52.0,55,45
30,2015,1,78.0,69.0,65,55
30,2015,2,78.0,68.0,65,55
30,2015,3,77.0,68.0,65,55
30,2015,4,77.0,69.0,65,55
30,2015,5,77.0,69.0,65,55
30,2015,6,78.0,71.0,65,55
30,2015,7,79.0,74.0,65,55
30,2015,8,78.0,70.0,65,55
30,2015,9,78.0,70.0,65,55
30,2015,10,77.0,68.0,65,55
30,2015,11,78.0,68.0,65,55
30,2015,12,76.0,68.0,65,55
31,2015,1,59.0,52.0,75,70
31,2015,2,59.0,52.0,75,70
31,2015,3,59.0,52.0,75,70
31,2015,4,60.0,53.0,75,70
31,2015,5,60.0,54.0,75,70
31,2015,6,60.0,54.0,75,70
31,2015,7,60.0,53.0,75,70
31,2015,8,60.0,54.0,75,70
31,2015,9,60.0,53.0,75,70
31,2015,10,60.0,54.0,75,70
31,2015,11,61.0,54.0,75,70
31,2015,12,60.0,54.0,75,70
32,2015,1,79.0,74.0,55,45
32,2015,2,79.0,74.0,55,45
32,2015,3,80.0,74.0,55,45
32,2015,4,80.0,75.0,55,45
32,2015,5,79.0,75.0,55,45
32,2015,6,80.0,76.0,55,45
32,2015,7,80.0,76.0,55,45
32,2015,8,80.0,75.0,55,45
32,2015,9,80.0,76.0,55,45
32,2015,10,80.0,75.0,55,45
32,2015,11,79.0,74.0,55,45
32,2015,12,80.0,75.0,55,45
33,2015,1,56.0,50.0,50,40
33,2015,2,56.0,50.0,50,40
33,2015,3,56.0,50.0,50,40
33,2015,4,57.0,53.0,50,40
33,2015,5,57.0,52.0,50,40
33,2015,6,58.0,54.0,50,40
33,2015,7,57.0,53.0,50,40
33,2015,8,56.0,52.0,50,40
33,2015,9,56.0,50.0,50,40
33,2015,10,56.0,50.0,50,40
33,2015,11,56.0,51.0,50,40
33,2015,12,56.0,50.0,50,40
34,2015,1,68.0,59.0,65,55
34,2015,2,67.0,60.0,65,55
34,2015,3,66.0,61.0,65,55
34,2015,4,68.0,62.0,65,55
34,2015,5,68.0,64.0,65,55
34,2015,6,71.0,68.0,65,55
34,2015,7,72.0,68.0,65,55
34,2015,8,70.0,64.0,65,55
34,2015,9,68.0,63.0,65,55
34,2015,10,67.0,62.0,65,55
34,2015,11,67.0,60.0,65,55
34,2015,12,67.0,60.0,65,55
35,2015,1,60.0,51.0,55,45
35,2015,2,60.0,51.0,55,45
35,2015,3,60.0,52.0,55,45
35,2015,4,60.0,53.0,55,45
35,2015,5,60.0,54.0,55,45
35,2015,6,62.0,59.0,55,45
35,2015,7,62.0,59.0,55,45
35,2015,8,60.0,54.0,55,45
35,2015,9,60.0,52.0,55,45
35,2015,10,59.0,50.0,55,45
35,2015,11,60.0,50.0,55,45
35,2015,12,58.0,50.0,55,45
36,2015,1,63.0,58.0,75,70
36,2015,2,64.0,58.0,75,70
36,2015,3,66.0,59.0,75,70
36,2015,4,63.0,58.0,75,70
36,2015,5,63.0,58.0,75,70
36,2015,6,68.0,65.0,75,70
36,2015,7,68.0,64.0,75,70
36,2015,8,65.0,57.0,75,70
36,2015,9,62.0,55.0,75,70
36,2015,10,63.0,54.0,75,70
36,2015,11,65.0,54.0,75,70
36,2015,12,65.0,55.0,75,70
37,2015,1,60.0,54.0,50,40
37,2015,2,61.0,55.0,50,40
37,2015,3,59.0,54.0,50,40
37,2015,4,59.0,55.0,50,40
37,2015,5,60.0,56.0,50,40
37,2015,6,63.0,60.0,50,40
37,2015,7,65.0,60.0,50,40
37,2015,8,61.0,53.0,50,40
37,2015,9,57.0,50.0,50,40
37,2015,10,61.0,51.0,50,40
37,2015,11,61.0,52.0,50,40
37,2015,12,58.0,50.0,50,40
38,2015,1,78.0,74.0,65,55
38,2015,2,78.0,75.0,65,55
38,2015,3,78.0,73.0,65,55
38,2015,4,79.0,73.0,65,55
38,2015,5,78.0,75.0,65,55
38,2015,6,80.0,76.0,65,55
38,2015,7,79.0,75.0,65,55
38,2015,8,80.0,76.0,65,55
38,2015,9,80.0,75.0,65,55
38,2015,10,79.0,76.0,65,55
38,2015,11,79.0,75.0,65,55
38,2015,12,80.0,75.0,65,55
39,2015,1,69.0,65.0,65,55
39,2015,2,69.0,66.0,65,55
39,2015,3,69.0,66.0,65,55
39,2015,4,69.0,66.0,65,55
39,2015,5,70.0,67.0,65,55
39,2015,6,71.0,68.0,65,55
39,2015,7,72.0,68.0,65,55
39,2015,8,72.0,66.0,65,55
39,2015,9,71.0,66.0,65,55
39,2015,10,70.0,65.0,65,55
39,2015,11,70.0,66.0,65,55
39,2015,12,70.0,66.0,65,55
40,2015,1,74.0,72.0,75,70
40,2015,2,76.0,73.0,75,70
40,2015,3,74.0,72.0,75,70
40,2015,4,73.0,71.0,75,70
40,2015,5,71.0,71.0,75,70
40,2015,6,71.0,71.0,75,70
40,2015,7,74.0,74.0,75,70
40,2015,8,74.0,74.0,75,70
40,2015,9,72.0,72.0,75,70
40,2015,10,80.0,80.0,75,70
40,2015,11,90.0,90.0,75,70
40,2015,12,90.0,90.0,75,70
41,2015,1,64.0,59.0,65,55
41,2015,2,65.0,59.0,65,55
41,2015,3,64.0,58.0,65,55
41,2015,4,65.0,58.0,65,55
41,2015,5,64.0,58.0,65,55
41,2015,6,65.0,59.0,65,55
41,2015,7,65.0,59.0,65,55
41,2015,8,65.0,58.0,65,55
41,2015,9,64.0,57.0,65,55
41,2015,10,65.0,58.0,65,55
41,2015,11,62.0,57.0,65,55
41,2015,12,62.0,56.0,65,55
42,2015,1,62.0,55.0,55,45
42,2015,2,63.0,57.0,55,45
42,2015,3,63.0,58.0,55,45
42,2015,4,66.0,62.0,55,45
42,2015,5,66.0,62.0,55,45
42,2015,6,65.0,60.0,55,45
42,2015,7,63.0,58.0,55,45
42,2015,8,64.0,59.0,55,45
42,2015,9,63.0,57.0,55,45
42,2015,10,63.0,57.0,55,45
42,2015,11,64.0,57.0,55,45
42,2015,12,63.0,56.0,55,45
43,2015,1,71.0,68.0,50,40
43,2015,2,71.0,69.0,50,40
43,2015,3,72.0,71.0,50,40
43,2015,4,73.0,71.0,50,40
43,2015,5,71.0,69.0,50,40
43,2015,6,73.0,71.0,50,40
43,2015,7,95.0,96.0,50,40
43,2015,8,79.0,81.0,50,40
43,2015,9,83.0,82.0,50,40
43,2015,10,84.0,81.0,50,40
43,2015,11,75.0,73.0,50,40
43,2015,12,76.0,74.0,50,40
44,2015,1,55.0,49.0,65,55
44,2015,2,55.0,49.0,65,55
44,2015,3,55.0,50.0,65,55
44,2015,4,57.0,53.0,65,55
44,2015,5,55.0,53.0,65,55
44,2015,6,56.0,54.0,65,55
44,2015,7,69.0,68.0,65,55
44,2015,8,72.0,72.0,65,55
44,2015,9,71.0,71.0,65,55
44,2015,10,75.0,73.0,65,55
44,2015,11,81.0,82.0,65,55
44,2015,12,74.0,75.0,65,55
45,2015,1,62.0,53.0,55,45
45,2015,2,59.0,53.0,55,45
45,2015,3,61.0,52.0,55,45
45,2015,4,65.0,61.0,55,45
45,2015,5,67.0,63.0,55,45
45,2015,6,66.0,62.0,55,45
45,2015,7,63.0,59.0,55,45
45,2015,8,62.0,57.0,55,45
45,2015,9,60.0,55.0,55,45
45,2015,10,63.0,55.0,55,45
45,2015,11,59.0,53.0,55,45
45,2015,12,63.0,63.0,55,45
46,2015,1,64.0,58.0,50,40
46,2015,2,64.0,60.0,50,40
46,2015,3,63.0,58.0,50,40
46,2015,4,64.0,60.0,50,40
46,2015,5,65.0,61.0,50,40
46,2015,6,64.0,60.0,50,40
46,2015,7,64.0,61.0,50,40
46,2015,8,73.0,76.0,50,40
46,2015,9,54.0,54.0,50,40
46,2015,10,56.0,54.0,50,40
46,2015,11,62.0,59.0,50,40
46,2015,12,88.0,68.0,50,40
47,2015,1,67.0,62.0,65,55
47,2015,2,67.0,62.0,65,55
47,2015,3,66.0,62.0,65,55
47,2015,4,67.0,63.0,65,55
47,2015,5,66.0,63.0,65,55
